epochs,val_loss,val_acc,loss,acc,config
10,5.013668522834778,0.02,5.034870920181274,0.017799999676644803,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
11,5.123240857124329,0.0,5.010625178115961,0.021425710384565016,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
12,5.094948401451111,0.02,5.002801733016968,0.022199999503791333,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
13,4.791975817680359,0.06,4.970931612304272,0.022627152162382112,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
14,5.2793736124038695,0.04,4.932576190771272,0.025230275852695962,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
15,4.846644439697266,0.02,4.912976770401001,0.028599999397993087,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
16,4.825823311805725,0.02,4.88307160762104,0.03043652320646934,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
17,4.773471248149872,0.04,4.858159868632215,0.033039646923637506,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
18,5.144382081031799,0.02,4.805122303962707,0.03379999935626984,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
19,5.005937314033508,0.02,4.747129398677461,0.042250700083120755,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
20,4.884486742019654,0.08,4.7548682451248165,0.04419999931007624,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
21,4.721347241401673,0.02,4.674889532623169,0.04885862964777217,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
22,5.020726027488709,0.02,4.656753191147798,0.04605526564673371,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
23,5.293379116058349,0.04,4.603719534873963,0.05139999911189079,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
24,4.960343656539917,0.0,4.578571936966755,0.05386463663263659,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
25,4.685969085693359,0.02,4.5660267210006715,0.054399999119341375,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
26,5.00949414730072,0.0,4.4971349786461285,0.06087304694107355,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
27,4.772075338363647,0.08,4.469466308521947,0.06187424817393673,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
28,5.090954451560974,0.04,4.428871283531189,0.07119999907910823,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
29,4.636108031272888,0.04,4.394691948514487,0.06988385974209119,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
30,4.754868724346161,0.1,4.39370761244212,0.07028434020838215,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
31,4.601669449806213,0.1,4.305239572525024,0.07399999912828208,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
32,4.767240991592407,0.06,4.279279639255919,0.08329995946408894,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
33,5.074141631126404,0.02,4.293338668346405,0.07439999904483557,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
34,4.844319715499878,0.04,4.176579804815766,0.08470164107820441,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
35,4.93665536403656,0.06,4.2103047213365326,0.08790548582750413,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
36,4.733387973308563,0.08,4.147616536617279,0.08799999911338091,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
37,4.774951999187469,0.04,4.135554049365465,0.09851822145894903,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
38,4.339284174442291,0.12,4.115255854129791,0.0947999994084239,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
39,4.445896537303924,0.1,4.0499308219087755,0.10792951477399863,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
40,5.096541712284088,0.06,4.03994480332805,0.10152182552007183,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
41,4.865849668979645,0.08,4.008248150348663,0.10719999920576812,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
42,4.66267032623291,0.04,3.9676773083128833,0.11353624289841188,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
43,4.7565857648849486,0.08,3.9767114877700807,0.10459999900311232,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
44,4.392974746227265,0.04,3.864579609885042,0.1253504202838034,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
45,5.08051507115364,0.08,3.863944534879233,0.13035642782962462,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
46,4.697625033259392,0.1,3.858456988334656,0.12379999972879886,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
47,4.546050851345062,0.06,3.788735955631346,0.13796555803932808,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
48,4.555582026839256,0.06,3.791599610255726,0.1365638763521092,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
49,4.991036252975464,0.04,3.6932632327079773,0.14539999984204768,"{'img_pixels': 200, 'n_filters': 32, 'layer_nodes': 400, 'batchsize': 50, 'epochs': 50, 'pool_size': (2, 2), 'dropout': 0.2, 'steps_per_epoch': 100, 'validation_steps': 50}"
