,epochs,val_loss,val_acc,loss,acc
40,,6.066989045394094,0.05222672062665827,2.5513962595015283,0.3520428808255296
41,,6.097776069641113,0.05819999981671572,2.453994043584994,0.377111827096005
42,,6.186779724924188,0.05485829933422056,2.438544303969999,0.3791230883290474
43,,5.816956674521752,0.06194331967516949,2.386852918041395,0.38304505216696527
44,,6.117375955581665,0.06299999948590994,2.323320201300654,0.39853177842409115
45,,6.273406607902002,0.059109311724300326,2.264009155116035,0.412520224306865
46,,6.418426793596523,0.06255060680934534,2.2137691105265627,0.4244770685080454
47,,6.47605115890503,0.057599999830126765,2.1854743435319546,0.4298069161315743
48,,6.430432877559894,0.06113360319211174,2.13973414797219,0.4440868849104101
49,,6.484267721176147,0.0642000000551343,2.1009814831295612,0.45243362383504887
50,,6.7297509421221156,0.05506072842670597,2.0547196971174198,0.4654126192253191
51,,6.790948788646745,0.059311740620717826,1.9967280831532621,0.47747385187774344
52,,6.727082414627075,0.05859999984502792,1.9453601897578037,0.4894408656888112
53,,6.690582819795802,0.06417004017513774,1.9777288501625183,0.4785800457887849
54,,6.754304437637329,0.06499999962747097,1.9230664579806591,0.48927993394892577
55,,6.817672922543669,0.06477732788997623,1.8122492425880985,0.5138777116327063
56,,7.00650539089311,0.059109311663971736,1.8390986545375538,0.5119670120008704
57,,6.910787725448609,0.0592000001296401,1.780786542909719,0.5211182594754863
58,,7.000710726749559,0.06214574872994954,1.746600596634304,0.5299678189516643
59,,7.192385779701263,0.06720647810833898,1.6739774628943225,0.546419898391638
60,,7.238348445892334,0.06419999960809947,1.6492840029592968,0.5520917123973321
61,,7.332416883847009,0.05668016140036255,1.6254802354381435,0.5603378893671166
62,,7.040889463424683,0.06039999984204769,1.614932924628929,0.5666733692225582
63,,7.0422263956263,0.061740890175466114,1.615927925532304,0.5644215187087993
64,,7.496281091018244,0.06194331967516949,1.5339976777880784,0.5868865633840438
65,,7.5431103515625,0.05620000008493662,1.5283989789787071,0.5859814940300663
66,,7.603081788128687,0.06133603216393998,1.5362970770028743,0.5808527736249511
67,,7.393038215637207,0.05539999973028898,1.5101405471347553,0.5842719226116532
68,,7.572653872764063,0.052429149432582894,1.4586794106802123,0.5997168273457045
69,,7.606183859018179,0.06295546542415735,1.3990615189602944,0.6118262271462
70,,7.560814762115479,0.05859999980777502,1.4075647325930054,0.6131335481317985
71,,7.530126670111529,0.06275303606773436,1.4004497243719338,0.6198712762981677
72,,7.428733375873643,0.060121457654273944,1.4087154841635219,0.6140776706744938
73,,7.871987199783325,0.051800000071525576,1.335055026692531,0.632341109545885
74,,7.663889413903116,0.0663967611200293,1.3418865709993404,0.627413512786741
