,epochs,val_loss,val_acc,loss,acc
0,0.0,5.276200141906738,0.008799999803304672,5.281527509689331,0.004999999888241291
1,1.0,5.2766219425201415,0.007999999821186066,5.278902438052616,0.0070084099354603595
2,2.0,5.276024045944214,0.007599999830126762,5.2774964427948,0.009999999776482582
3,3.0,5.273800382652436,0.01285140533523866,5.276708537595579,0.006207448810422521
4,4.0,5.274995822906494,0.006799999848008156,5.278121009272101,0.009811773920087849
5,5.0,5.274629554748535,0.007199999839067459,5.276349124908447,0.007799999825656414
6,6.0,5.268662789739279,0.007228915501071746,5.271773241308149,0.009211053058033616
7,7.0,5.165249938964844,0.007599999830126762,5.223780560493469,0.012399999722838402
8,8.0,5.174096698760986,0.009599999785423278,5.165528561336592,0.012014417042661105
9,9.0,5.138743076937265,0.012449798918512452,5.15080320811243,0.00901081277416332
10,10.0,5.1728784942626955,0.013599999696016312,5.125667901039123,0.012199999727308751
11,11.0,5.13249662399292,0.010399999767541886,5.117513522368505,0.010812975328995984
12,12.0,5.113070076249211,0.016867469502500742,5.112912230491638,0.013999999687075614
13,13.0,5.104276533126831,0.013599999696016312,5.101746506055068,0.014217060165234361
14,14.0,5.13416356086731,0.013599999696016312,5.071313166169582,0.015018021300715544
15,15.0,5.09207516670227,0.017199999615550042,5.070220918655395,0.017599999606609344
16,16.0,5.090530765104486,0.021285140101450037,5.062845133092817,0.014817781016845248
17,17.0,5.058273992538452,0.018399999588727952,5.036386512210955,0.018221865832196937
18,18.0,5.08364764213562,0.018799999579787254,5.024777269363403,0.016799999624490736
19,19.0,5.062059842917813,0.0244979914352597,4.990511890979686,0.020824989522510783
20,20.0,5.047821407318115,0.012799999713897704,4.996068859100342,0.018399999588727952
21,21.0,5.042815237045288,0.019999999552965164,4.964316501395913,0.022026431236175904
22,22.0,5.010085509962825,0.02329317217012007,4.936121755568657,0.022627152125084454
23,23.0,4.9832706642150875,0.027599999383091926,4.897280306816101,0.023599999509751796
24,24.0,5.010729341506958,0.017999999597668646,4.8892699384097345,0.02543051605152759
25,25.0,4.963127343051405,0.022489959336667656,4.882447648048401,0.02739999946206808
26,26.0,4.949457197189331,0.029599999338388444,4.8408544014872295,0.03183820518311807
27,27.0,4.96271746635437,0.027599999383091926,4.8072126243035225,0.03384060798452337
28,28.0,4.896377077064361,0.03172690693633145,4.790675582885743,0.03559999924153089
29,29.0,4.914724826812744,0.02599999949336052,4.767471452116441,0.0328394065920262
30,,4.9323094463348385,0.025199999511241914,4.736719240319218,0.0372446929968067
31,,4.924548578262329,0.02559999942779541,4.69743408203125,0.038799999170005324
32,,4.943939233879488,0.017670682335953158,4.678616571674644,0.04425310300686238
33,,4.9092734432220455,0.03199999935925007,4.67638819694519,0.039799999259412286
34,,4.918186092376709,0.02759999953210354,4.608880219289576,0.040448537522320464
35,,4.966471539922507,0.029317268435974198,4.63949899306811,0.04345214170577959
36,,4.882538967132568,0.034799999222159386,4.573480319976807,0.05059999901801348
37,,4.855409631729126,0.03439999930560589,4.5774811718718835,0.05446535749469082
38,,4.889010180431198,0.03895582251220822,4.553302907943726,0.052799999304115774
39,,4.843834304809571,0.03679999932646751,4.499510170604689,0.05947136491668382
40,,4.900803508758545,0.03239999935030937,4.48717604239177,0.054465357569286145
41,,4.925404864621449,0.02650602357873476,4.458816123008728,0.06119999911636114
42,,4.888187532424927,0.040399999246001246,4.434821929366387,0.05626752012411881
43,,4.873982582092285,0.03359999939799309,4.434622242450714,0.06479999918490648
44,,4.857587289810181,0.034799999371170995,4.361126647264804,0.06647977492375569
45,,4.858986216855336,0.034538151853414904,4.337253501332183,0.0684821777758858
46,,4.851344575881958,0.03799999952316284,4.342471995353699,0.07319999940693378
47,,4.920493640899658,0.03519999921321869,4.2759448396333655,0.07949539367072239
48,,4.828699284289256,0.04056224834368411,4.273831031205036,0.08149779653627967
49,,4.883249111175537,0.035599999353289606,4.235876078605652,0.07679999925196171
